activity_id,donor_name,recipient_name,text_preview
1983105000,France,Somalia,CIMENTERIE DE BERBERA COMPL (CIMENTERIE DE BERBERA COMPLT FINT) CIMENTERIE DE BERBERA COMPL (CIMENTERIE DE BERBERA COMPLT FINT) CIMENTERIE DE BERBERA COMPL (CIMENTERIE DE BERBERA COMPLT FINT)
1988106600,France,Côte d'Ivoire,USINE EGRENAGE COTON DE CIDT. USINE EGRENAGE COTON DE CIDT. USINE EGRENAGE DE LA CIDT
1988310001,EU Institutions,Madagascar,PFOI-CONSERVERIE DE THON A PFOI-CONSERVERIE DE THON A
1989001114q,France,Algeria,MISE EN SERVICE USINE VERRIERE DE CHLEF MISE EN SERVICE USINE VERRIERE DE CHLEF MISE EN SERVICE USINE VERRIERE DE CHLEF
1989001114z,France,Algeria,INSTALLATIONS DE CONCASSAGE ET CRIBLAGE INSTALLATIONS DE CONCASSAGE ET CRIBLAGE INSTALLATIONS DE CONCASSAGE ET CRIBLAGE
1989003016b,France,Nepal,EQUIPT RECONST AEROPORT DE BIRATNAGAR EQUIPT RECONST AEROPORT DE BIRATNAGAR EQUIPT RECONST AEROPORT DE BIRATNAGAR
1995003114i,France,China (People's Republic of),MANUFACT.MECA.DES TRAVAUX DE HUANGHE MANUFACT.MECA.DES TRAVAUX DE HUANGHE MANUFACT.MECA.DES TRAVAUX DE HUANGHE
19960003280001,Canada,Pakistan,Strategic Technical Assistance Response Fund (START) - I / Fonds d'assistance technique stratégique et de transfert adapté aux besoins - I STRATEGIC TECHNICAL ASSISTANCE RESPONSE FUND (START) - I / FONDS D'ASSISTANCE TECHNIQUE STRATÉGIQUE ET DE TRANSFERT ADAPT
19990000040001,Canada,Philippines,Local Government Support Program - Phase II / Programme de soutien aux gouvernements locaux - phase II LOCAL GOVERNMENT SUPPORT PROGRAM - PHASE II / PROGRAMME DE SOUTIEN AUX GOUVERNEMENTS LOCAUX - PHASE II The Local Government Support Program II (LGSP II) deve
2000102200,France,Tunisia,CPSCL-3 - 3EME LIGNE CREDIT CPSCL (FINANCEMENT DES COLLECTIVITES LOCALES ET DES MARCHES DE TUNIS) CPSCL-3 - 3EME LIGNE CREDIT CPSCL (FINANCEMENT DES COLLECTIVITES LOCALES ET DES MARCHES DE TUNIS) 3EME LIGNE CREDIT CPSCL (FINANCEMENT DES COLLECTIVITES LOCALES E
20010000160001,Canada,"Caribbean, regional",CARICOM Institutional Strengthening / Renforcement des capacités de la CARICOM CARICOM INSTITUTIONAL STRENGTHENING / RENFORCEMENT DES CAPACITÉS DE LA CARICOM The project goal is to promote the economic and social development of Caribbean Community (CARICOM) me
20010000160002,Canada,"Caribbean, regional",CARICOM Institutional Strengthening / Renforcement des capacités de la CARICOM CARICOM INSTITUTIONAL STRENGTHENING / RENFORCEMENT DES CAPACITÉS DE LA CARICOM The project goal is to promote the economic and social development of Caribbean Community (CARICOM) me
20010000160003,Canada,"Caribbean, regional",CARICOM Institutional Strengthening / Renforcement des capacités de la CARICOM CARICOM INSTITUTIONAL STRENGTHENING / RENFORCEMENT DES CAPACITÉS DE LA CARICOM The project goal is to promote the economic and social development of Caribbean Community (CARICOM) me
20010000160004,Canada,"Caribbean, regional",CARICOM Institutional Strengthening / Renforcement des capacités de la CARICOM CARICOM INSTITUTIONAL STRENGTHENING / RENFORCEMENT DES CAPACITÉS DE LA CARICOM The project goal is to promote the economic and social development of Caribbean Community (CARICOM) me
20010000160005,Canada,"Caribbean, regional",CARICOM Institutional Strengthening / Renforcement des capacités de la CARICOM CARICOM INSTITUTIONAL STRENGTHENING / RENFORCEMENT DES CAPACITÉS DE LA CARICOM The project goal is to promote the economic and social development of Caribbean Community (CARICOM) me
20010001290001,Canada,"Caribbean, regional",Enhanced Support to Fighting HIV/AIDS in the Caribbean / Lutte contre le VIH/sida dans les Caraibes : soutien accru ENHANCED SUPPORT TO FIGHTING HIV/AIDS IN THE CARIBBEAN / LUTTE CONTRE LE VIH/SIDA DANS LES CARAIBES : SOUTIEN ACCRU The overall goal of this pro
2001003007,France,India,MICROSONDES ET EQUIPTS LABO A G.S.I. ET I.B.M. MICROSONDES ET EQUIPTS LABO A G.S.I. ET I.B.M. MICROSONDES ET EQUIPTS LABO A G.S.I. ET I.B.M.
20020000790001,Canada,Ghana,Food Security Advisory Services / Services de consultation en sécurité alimentaire FOOD SECURITY ADVISORY SERVICES / SERVICES DE CONSULTATION EN SÉCURITÉ ALIMENTAIRE Forty-five percent of Ghana's population lives on less than US$1 dollar/day. Food insecurity p
20020000790002,Canada,Ghana,Food Security Advisory Services / Services de consultation en sécurité alimentaire FOOD SECURITY ADVISORY SERVICES / SERVICES DE CONSULTATION EN SÉCURITÉ ALIMENTAIRE Forty-five percent of Ghana's population lives on less than US$1 dollar/day. Food insecurity p
20020003140001,Canada,"Caribbean, regional",Strengthening Program Implementation / Renforcement de la mise en oeuvre des programmes STRENGTHENING PROGRAM IMPLEMENTATION / RENFORCEMENT DE LA MISE EN OEUVRE DES PROGRAMMES The project goal is to increase the efficiency and effectiveness of the delivery of 
20020003160001,Canada,"Caribbean, regional",Sector Analysis and Monitoring/Analyse et suivi sectoriels SECTOR ANALYSIS AND MONITORING/ANALYSE ET SUIVI SECTORIELS The project goal is to maximize the impact of CIDA's development assistance program in the Caribbean region. The purpose is to strengthen anal
20020003160002,Canada,"Caribbean, regional",Sector Analysis and Monitoring/Analyse et suivi sectoriels SECTOR ANALYSIS AND MONITORING/ANALYSE ET SUIVI SECTORIELS The project goal is to maximize the impact of CIDA's development assistance program in the Caribbean region. The purpose is to strengthen anal
20020003160003,Canada,"Caribbean, regional",Sector Analysis and Monitoring/Analyse et suivi sectoriels SECTOR ANALYSIS AND MONITORING/ANALYSE ET SUIVI SECTORIELS The project goal is to maximize the impact of CIDA's development assistance program in the Caribbean region. The purpose is to strengthen anal
20020003160004,Canada,"Caribbean, regional",Sector Analysis and Monitoring/Analyse et suivi sectoriels SECTOR ANALYSIS AND MONITORING/ANALYSE ET SUIVI SECTORIELS The project goal is to maximize the impact of CIDA's development assistance program in the Caribbean region. The purpose is to strengthen anal
20020003160005,Canada,"Caribbean, regional",Sector Analysis and Monitoring/Analyse et suivi sectoriels SECTOR ANALYSIS AND MONITORING/ANALYSE ET SUIVI SECTORIELS The project goal is to maximize the impact of CIDA's development assistance program in the Caribbean region. The purpose is to strengthen anal
