activity_id,donor_name,recipient_name,text_preview
2019024932,United States,Gambia,U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Ambassador Self Help Fund U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: AMBASSADOR SELF HELP FUND U.S. Department of State: Bureau o
2019024939,United States,Gambia,U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Ambassador Special Self Help Fund U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: AMBASSADOR SPECIAL SELF HELP FUND U.S. Department of
2019024940,United States,Gambia,U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Ambassador Special Self Help Fund U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: AMBASSADOR SPECIAL SELF HELP FUND U.S. Department of
2019024941,United States,Gambia,U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Ambassador Special Self Help Fund U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: AMBASSADOR SPECIAL SELF HELP FUND U.S. Department of
2019024942,United States,Gambia,U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Ambassador Special Self Help Fund U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: AMBASSADOR SPECIAL SELF HELP FUND U.S. Department of
2019024961,United States,Tanzania,U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Ambassador s Special Self Help Fund U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: AMBASSADOR S SPECIAL SELF HELP FUND U.S. Departmen
2019025056,United States,Mali,U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Cooperative Tiessiri de Kokasso U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: COOPERATIVE TIESSIRI DE KOKASSO U.S. Department of Sta
2019025157,United States,Kenya,"U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Grants, Subsidies and Contributions U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: GRANTS, SUBSIDIES AND CONTRIBUTIONS U.S. Departmen"
2019025165,United States,Democratic Republic of the Congo,"U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Grants, Subsidies, and Contributions U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: GRANTS, SUBSIDIES, AND CONTRIBUTIONS U.S. Departm"
2019025166,United States,Democratic Republic of the Congo,"U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Grants, Subsidies, and Contributions U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: GRANTS, SUBSIDIES, AND CONTRIBUTIONS U.S. Departm"
2019025167,United States,Democratic Republic of the Congo,"U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Grants, Subsidies, and Contributions U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: GRANTS, SUBSIDIES, AND CONTRIBUTIONS U.S. Departm"
2019025168,United States,Democratic Republic of the Congo,"U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Grants, Subsidies, and Contributions U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: GRANTS, SUBSIDIES, AND CONTRIBUTIONS U.S. Departm"
2019025169,United States,Democratic Republic of the Congo,"U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Grants, Subsidies, and Contributions U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: GRANTS, SUBSIDIES, AND CONTRIBUTIONS U.S. Departm"
2019025170,United States,Democratic Republic of the Congo,"U.S. Department of State: Bureau of African Affairs (AF) - Multi-sector - Unspecified: Grants, Subsidies, and Contributions U.S. DEPARTMENT OF STATE: BUREAU OF AFRICAN AFFAIRS (AF) - MULTI-SECTOR - UNSPECIFIED: GRANTS, SUBSIDIES, AND CONTRIBUTIONS U.S. Departm"
