activity_id,donor_name,recipient_name,text_preview
1981000179,Switzerland,"Western Africa, regional","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1994001159,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1994001160,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1994001161,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1994001162,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1994001163,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1994001164,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1994001165,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1999002553,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1999002554,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1999002555,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1999002556,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
1999002557,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
2002003440,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
2003005983,Portugal,Cabo Verde,Administrative Costs ADMINISTRATIVE COSTS Administrative costs
2005000072,Portugal,"Bilateral, unspecified",Administrative Costs ADMINISTRATIVE COSTS Administrative Costs
2005000076,Portugal,"Bilateral, unspecified",Administrative Costs ADMINISTRATIVE COSTS Administrative Costs
2005007411,Portugal,"Bilateral, unspecified",GSENEC Administrative costs GSENEC ADMINISTRATIVE COSTS Administrative Costs
2007004497,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
2008080398,Finland,"Bilateral, unspecified",F.a: Administrative costs F.A: ADMINISTRATIVE COSTS Information expenses
2009000049,Portugal,"Bilateral, unspecified",GSENEC Administrative costs GSENEC ADMINISTRATIVE COSTS Administrative Costs
2009000358,Portugal,"Bilateral, unspecified",Administrative Costs ADMINISTRATIVE COSTS Administrative costs
2009003970,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
2009003971,Switzerland,"Bilateral, unspecified","Administrative costs ADMINISTRATIVE COSTS Administrative, personnel and operating expenses of donor"
2010000140,Portugal,"Bilateral, unspecified",Administrative Costs ADMINISTRATIVE COSTS Administrative Costs
